"","iliad.txt","odyssey.txt"
"win",24,0
"wind",194,0
"window",2,0
"windpip",1,0
"wine",148,0
"winejar",1,0
"winejug",1,0
"wing",87,0
"wingd",12,0
"wink",1,0
"winnow",4,0
"winnowd",1,0
"winter",9,0
"wintersnow",2,0
"wintri",7,0
"wipe",8,0
"wiredraw",1,0
"wisdom",36,0
"wise",68,0
"wiser",6,0
"wisest",7,0
"wish",76,0
"wishd",7,0
"wit",39,0
"witchcraft",1,0
"withand",1,0
"withdraw",10,0
"withdrawn",2,0
"withdrew",11,0
"wither",8,0
"witherd",5,0
"withheld",2,0
"withhold",7,0
"withi",1,0
"within",87,0
"without",197,0
"withstand",17,0
"withstood",2,0
"witnessd",2,0
"witti",1,0
"wive",29,0
"wivesdiom",1,0
"wizard",1,0
"woe",110,0
"woebegon",1,0
"woke",8,0
"wold",1,0
"wolf",14,0
"wolfian",4,0
"wolv",12,0
"woman",88,0
"womanfair",1,0
"womankind",3,0
"womanlik",1,0
"womanslav",1,0
"womanth",1,0
"womanwarrior",1,0
"womb",4,0
"women",89,0
"womenextenu",1,0
"won",34,0
"wonder",60,0
"wondrous",17,0
"wont",13,0
"woo",15,0
"wood",92,0
"wooden",10,0
"woodland",4,0
"woodman",3,0
"woodmen",1,0
"wooer",3,0
"wool",12,0
"woollen",7,0
"woolli",1,0
"word",258,0
"wordi",1,0
"wordsnow",1,0
"wore",15,0
"work",330,0
"workbox",1,0
"workd",1,0
"workman",4,0
"workmanlik",2,0
"workmanship",4,0
"workmanshipthat",1,0
"workmen",1,0
"world",97,0
"worldand",1,0
"worldgrot",1,0
"worldpray",1,0
"worm",4,0
"worn",15,0
"worri",4,0
"wors",22,0
"worseh",1,0
"worship",7,0
"worshippd",2,0
"worst",11,0
"worth",24,0
"worthi",20,0
"worthless",3,0
"wouldbeliterari",1,0
"wouldst",13,0
"wound",225,0
"wove",4,0
"woven",2,0
"wrack",1,0
"wrangl",1,0
"wrangler",1,0
"wrap",13,0
"wrappd",8,0
"wrapt",10,0
"wrath",67,0
"wreak",4,0
"wreath",4,0
"wreck",12,0
"wreckag",1,0
"wrenchd",2,0
"wrest",1,0
"wrestl",6,0
"wrestler",3,0
"wretch",79,0
"wretched",1,0
"wring",3,0
"wrinkl",4,0
"wrist",6,0
"writ",2,0
"write",33,0
"writer",77,0
"writerev",1,0
"writershedelin",1,0
"writh",3,0
"written",33,0
"wrong",40,0
"wrongbut",1,0
"wrongd",2,0
"wrongsor",1,0
"wrote",6,0
"wroth",1,0
"wrought",17,0
"wwwgutenbergorg",5,0
"wwwgutenbergorgcontact",1,0
"wwwgutenbergorgdon",2,0
"wwwgutenbergorglicens",1,0
"xanthus",25,0
"xenophon",2,0
"xii",9,0
"xiii",13,0
"xiv",4,0
"xix",5,0
"xliii",1,0
"xlix",1,0
"xvi",5,0
"xvii",8,0
"xviii",6,0
"xxi",4,0
"xxii",6,0
"xxiii",7,0
"xxiv",8,0
"xxvi",1,0
"xxx",1,0
"xxxii",1,0
"xxxiii",1,0
"xxxvi",1,0
"xyland",1,0
"yard",28,0
"yardand",1,0
"yarn",2,0
"yawn",1,0
"yea",1,0
"year",131,1
"yearl",1,0
"yearn",4,0
"yell",1,0
"yellow",15,0
"yellowhair",1,0
"yelp",1,0
"yes",3,0
"yesi",1,0
"yesterday",6,0
"yet",420,0
"yetsurviv",1,0
"yetuntast",1,0
"yetwarm",1,0
"yew",2,0
"yield",118,0
"yieldlet",1,0
"yoke",33,0
"yon",72,0
"yonder",29,0
"yore",4,0
"youand",2,0
"youheaven",1,0
"youif",1,0
"young",135,0
"younger",13,0
"youngest",12,0
"youngster",1,0
"yourselfstay",1,0
"yoursth",1,0
"youtel",1,0
"youth",161,0
"youthi",1,0
"zacynthus",6,0
"zeal",4,0
"zeleia",2,0
"zelia",2,0
"zenith",2,0
"zephyr",4,0
"zethus",2,0
"zeus",5,0
"zeuxi",1,0
"zip",3,0
"zone",6,0
"0),",0,1
"10,",0,1
"119,",0,1
"252,",0,1
"51,",0,1
"56.2285890579224,",0,1
"character(0))",0,1
"character(0),",0,5
"datetimestamp",0,1
"description",0,1
"heading",0,1
"isdst",0,1
"language",0,1
"list(author",0,1
"list(sec",0,1
"mday",0,1
"wday",0,1
"yday",0,1
